ID,Education,Marital_Status,Age,Age_Group,Income,Income_Group,Response,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
7793,Graduation,Together,49,46-60,62061.0,High,0,800,641,7,84,0,30,38
1745,PhD,Divorced,63,61-80,85696.0,High,1,1313,714,76,395,116,0,12
10590,PhD,Together,69,61-80,76542.0,High,0,1483,794,73,573,0,29,14
5080,Graduation,Single,32,31-45,70515.0,High,1,1258,420,0,452,182,64,140
8369,Graduation,Together,38,31-45,18227.0,Low,0,28,1,2,7,4,3,11
5232,Graduation,Married,60,46-60,69139.0,High,0,227,86,12,75,33,15,6
2407,Graduation,Married,43,31-45,69109.0,High,1,1555,823,25,459,124,29,95
3834,Graduation,Single,63,61-80,69627.0,High,0,861,231,161,215,171,30,53
7912,Graduation,Married,47,46-60,38136.0,Mid,0,103,8,15,27,0,20,33
7712,PhD,Single,79,61-80,62159.0,High,0,634,182,17,259,77,70,29
1065,Graduation,Single,62,61-80,80695.0,High,0,1918,557,129,984,193,37,18
7275,Master,Single,54,46-60,33316.0,Mid,0,131,79,1,31,4,4,12
1343,Graduation,Together,57,46-60,58554.0,Mid,0,586,368,24,68,38,0,88
1384,Basic,Married,33,31-45,17256.0,Low,0,62,6,4,14,8,8,22
9967,Graduation,Divorced,51,46-60,53034.0,Mid,0,447,160,15,196,15,11,50
6181,2n Cycle,Together,75,61-80,52203.0,Mid,0,939,488,21,238,56,108,28
10507,2n Cycle,Divorced,48,46-60,59601.0,Mid,0,797,691,7,69,0,7,23
2674,Master,Single,67,61-80,75154.0,High,1,1143,543,10,205,160,143,82
2698,Graduation,Single,49,46-60,47025.0,Mid,0,415,254,7,108,20,0,26
3231,Graduation,Married,52,46-60,37971.0,Mid,0,30,5,4,10,2,2,7
4096,Master,Divorced,57,46-60,41335.0,Mid,0,187,112,19,21,16,14,5
10476,Graduation,Married,67,61-80,67267.0,High,0,251,134,11,59,15,2,30
5948,Graduation,Single,50,46-60,57338.0,Mid,0,237,143,6,52,11,8,17
9140,2n Cycle,Together,65,61-80,50523.0,Mid,0,91,51,4,24,4,7,1
10258,Master,Single,60,46-60,35791.0,Mid,0,35,27,0,5,0,0,3
5675,PhD,Divorced,65,61-80,50611.0,Mid,0,493,459,0,24,6,0,4
4743,PhD,Married,56,46-60,56242.0,Mid,0,971,689,8,167,11,8,88
8805,Graduation,Single,65,61-80,48904.0,Mid,0,371,283,10,38,0,13,27
1542,Graduation,Single,50,46-60,56243.0,Mid,0,396,347,0,35,4,3,7
6770,Graduation,Married,40,31-45,21355.0,Low,1,68,5,13,14,0,5,31
8773,Master,Together,54,46-60,57420.0,Mid,0,322,280,0,18,0,0,24
10475,Master,Together,55,46-60,51381.5,Mid,0,317,187,5,65,26,20,14
10420,Master,Divorced,70,61-80,46390.0,Mid,0,222,95,14,64,2,9,38
7514,2n Cycle,Together,69,61-80,54342.0,Mid,0,177,84,10,34,11,10,28
2902,Graduation,Together,67,61-80,51381.5,Mid,0,45,19,4,12,2,2,6
4345,2n Cycle,Single,61,61-80,51381.5,Mid,0,21,5,1,9,2,0,4
793,Graduation,Married,52,46-60,20895.0,Low,0,45,18,3,17,3,0,4
10909,Graduation,Married,77,61-80,92344.0,Very High,0,1899,992,24,694,51,19,119
3769,PhD,Together,53,46-60,51381.5,Mid,0,42,25,1,13,0,0,3
8702,2n Cycle,Together,49,46-60,26907.0,Low,0,22,9,1,7,0,3,2
4791,Graduation,Together,45,31-45,44964.0,Mid,0,41,19,1,17,2,0,2
2963,Graduation,Together,46,46-60,75507.0,High,0,1440,709,93,374,104,80,80
8216,Master,Married,53,46-60,53761.0,Mid,0,325,158,0,76,13,7,71
8140,Graduation,Together,52,46-60,22682.0,Low,0,95,10,14,29,4,2,36
10146,PhD,Together,53,46-60,38887.0,Mid,0,42,25,1,13,0,0,3
5289,2n Cycle,Single,50,46-60,41658.0,Mid,0,72,8,4,12,15,4,29
2587,PhD,Married,53,46-60,29791.0,Low,0,20,14,0,6,0,0,0
4405,Master,Married,69,61-80,63915.0,High,0,789,622,7,115,30,0,15
8663,Graduation,Divorced,51,46-60,39996.0,Mid,0,15,11,0,3,0,0,1
2589,Graduation,Divorced,53,46-60,26759.0,Low,0,59,25,3,16,8,5,2
3421,Master,Divorced,57,46-60,63841.0,High,0,908,635,15,100,20,7,131
10490,PhD,Married,56,46-60,51039.0,Mid,0,417,100,64,79,65,0,109
4094,Graduation,Married,64,61-80,60544.0,High,0,289,201,2,43,3,5,35
9958,Graduation,Married,53,46-60,65685.0,High,0,769,642,14,49,0,7,57
2534,Graduation,Married,72,61-80,37716.0,Mid,0,188,97,1,41,6,2,41
4188,Graduation,Single,68,61-80,36864.0,Mid,1,354,204,5,39,17,0,89
6613,Master,Married,55,46-60,44511.0,Mid,0,727,513,7,133,46,14,14
10827,PhD,Married,58,46-60,36947.0,Mid,0,146,88,3,21,4,1,29
5491,Master,Together,74,61-80,47352.0,Mid,0,319,172,12,112,8,0,15
8402,Master,Married,72,61-80,67087.0,High,0,794,329,35,222,130,35,43
8783,Graduation,Married,75,61-80,57045.0,Mid,0,454,296,13,104,11,13,17
10010,PhD,Divorced,72,61-80,36957.0,Mid,1,152,100,2,16,2,1,31
618,PhD,Married,48,46-60,69389.0,High,0,797,422,7,238,69,46,15
9121,Graduation,Married,53,46-60,80134.0,High,1,1690,1218,16,272,104,0,80
361,Master,Married,56,46-60,43142.0,Mid,0,20,5,1,7,2,1,4
4310,Graduation,Married,81,,80589.0,High,1,1428,507,93,520,242,40,26
2678,Graduation,Single,35,31-45,34412.0,Mid,0,209,52,12,50,4,36,55
6376,Graduation,Single,46,46-60,57537.0,Mid,0,545,191,56,139,51,8,100
524,Basic,Together,59,46-60,22634.0,Low,0,96,2,23,11,8,6,46
10341,Graduation,Together,77,61-80,51315.0,Mid,0,222,68,28,39,16,30,41
5654,Graduation,Married,53,46-60,36026.0,Mid,0,61,20,4,10,6,4,17
4098,Graduation,Married,52,46-60,24639.0,Low,0,44,20,3,16,0,4,1
5824,PhD,Together,53,46-60,34578.0,Mid,0,8,7,0,1,0,0,0
7000,2n Cycle,Single,53,46-60,65704.0,High,0,817,279,172,74,38,8,246
2561,Graduation,Single,59,46-60,63810.0,High,0,1371,977,12,253,16,12,101
5229,PhD,Together,56,46-60,54132.0,Mid,0,42,30,1,8,0,0,3
4086,Graduation,Married,66,61-80,18690.0,Low,0,60,6,1,7,23,4,19
2428,Graduation,Married,55,46-60,28164.0,Low,0,78,3,18,26,11,8,12
8254,PhD,Married,51,46-60,34596.0,Mid,0,23,14,0,2,0,0,7
2836,PhD,Married,53,46-60,43269.0,Mid,0,19,10,1,7,0,0,1
8418,2n Cycle,Single,67,61-80,38741.0,Mid,0,61,7,10,17,8,6,13
1362,Graduation,Single,53,46-60,31907.0,Mid,0,449,33,87,64,175,16,74
7152,Master,Married,42,31-45,27100.0,Low,0,37,12,0,13,2,0,10
10033,2n Cycle,Divorced,52,46-60,31163.0,Mid,0,38,2,3,10,11,2,10
9349,Graduation,Married,40,31-45,92533.0,Very High,0,1131,693,21,118,110,147,42
274,Graduation,Single,52,46-60,34853.0,Mid,0,34,9,3,15,2,3,2
3388,Graduation,Divorced,58,46-60,70844.0,High,0,294,129,26,67,3,67,2
922,2n Cycle,Married,46,46-60,31086.0,Mid,0,48,16,2,11,3,0,16
8588,Graduation,Married,64,61-80,60544.0,High,0,289,201,2,43,3,5,35
2518,2n Cycle,Together,39,31-45,20491.0,Low,0,30,5,4,5,4,2,10
574,Graduation,Married,61,61-80,42523.0,Mid,0,125,14,36,11,3,26,35
3220,Graduation,Married,42,31-45,39922.0,Mid,0,156,29,12,59,19,1,36
5967,Graduation,Together,73,61-80,33402.0,Mid,0,70,26,2,19,10,5,8
1183,Master,Married,76,61-80,36408.0,Mid,0,22,9,1,4,3,2,3
6856,Graduation,Together,46,46-60,21645.0,Low,1,65,14,0,23,4,5,19
4530,Master,Widow,77,61-80,78427.0,High,1,1930,972,19,595,180,26,138
1553,Graduation,Together,79,61-80,82657.0,High,0,2283,966,168,672,246,105,126
4682,Graduation,Married,67,61-80,51876.0,Mid,0,310,99,27,102,28,48,6
8204,2n Cycle,Married,54,46-60,78041.0,High,0,1319,482,35,553,72,160,17
5221,Graduation,Married,68,61-80,52852.0,Mid,0,879,714,8,99,11,0,47
1232,PhD,Together,43,31-45,70038.0,High,0,1244,587,54,348,71,54,130
1927,2n Cycle,Together,52,46-60,69401.0,High,0,690,399,27,159,58,8,39
5788,Graduation,Together,53,46-60,46053.0,Mid,0,209,56,10,92,19,7,25
6652,Graduation,Married,60,46-60,77343.0,High,0,1134,227,151,573,98,54,31
6246,Graduation,Single,72,61-80,73892.0,High,1,1507,703,102,601,0,58,43
5975,PhD,Single,58,46-60,40304.0,Mid,0,57,37,0,17,0,0,3
6875,PhD,Together,60,46-60,32727.0,Mid,0,529,167,13,180,86,13,70
4399,Graduation,Together,56,46-60,68695.0,High,0,1091,458,81,356,106,50,40
4042,Graduation,Divorced,54,46-60,43300.0,Mid,1,180,91,3,52,2,1,31
2157,Graduation,Together,53,46-60,26290.0,Low,0,77,15,8,16,11,5,22
10133,Graduation,Single,55,46-60,93790.0,Very High,1,2349,1302,68,731,89,114,45
2525,PhD,Married,51,46-60,38410.0,Mid,1,534,153,64,123,116,64,14
8233,Master,Widow,75,61-80,64866.0,High,0,556,508,5,21,7,5,10
9483,Graduation,Together,66,61-80,57957.0,Mid,0,637,290,59,177,77,5,29
2945,PhD,Together,70,61-80,46015.0,Mid,0,46,38,0,2,0,0,6
10403,Graduation,Together,47,46-60,16531.0,Low,0,44,2,13,6,7,5,11
5074,Master,Married,39,31-45,28072.0,Low,0,47,30,0,10,2,0,5
10524,Master,Divorced,62,61-80,49476.0,Mid,0,795,386,23,95,54,41,196
4690,Graduation,Married,72,61-80,50725.0,Mid,0,586,443,10,75,0,10,48
7521,Graduation,Together,73,61-80,83844.0,High,0,1574,901,31,345,75,31,191
7196,PhD,Married,75,61-80,41145.0,Mid,0,13,9,0,3,0,0,1
4406,Graduation,Together,55,46-60,67419.0,High,0,1471,846,84,352,91,56,42
9672,2n Cycle,Married,55,46-60,23162.0,Low,0,65,8,3,9,19,4,22
4864,Graduation,Married,48,46-60,34380.0,Mid,0,175,72,7,58,13,1,24
4706,Graduation,Single,59,46-60,34704.0,Mid,0,40,29,0,5,0,1,5
4070,PhD,Married,56,46-60,94871.0,Very High,1,1078,169,24,553,188,0,144
25,Graduation,Married,67,61-80,65148.0,High,0,1115,460,35,422,33,12,153
3697,Graduation,Together,71,61-80,39898.0,Mid,0,134,69,8,26,12,7,12
217,Master,Single,69,61-80,64857.0,High,0,1540,556,14,717,210,0,43
4220,PhD,Married,55,46-60,59892.0,Mid,0,87,73,0,13,0,1,0
5286,Master,Single,38,31-45,41020.0,Mid,0,217,112,1,54,7,7,36
9559,PhD,Married,64,61-80,57072.0,Mid,0,1034,944,0,60,0,0,30
2849,Graduation,Single,46,46-60,60474.0,High,0,1180,265,199,303,234,9,170
7787,Graduation,Together,65,61-80,62807.0,High,0,819,526,28,135,10,21,99
3102,2n Cycle,Together,44,31-45,19414.0,Low,0,32,2,3,12,3,5,7
5868,Graduation,Married,45,31-45,19107.0,Low,0,46,2,4,9,10,5,16
8370,2n Cycle,Together,49,46-60,75484.0,High,0,1159,378,97,259,197,194,34
9988,Master,Single,49,46-60,70379.0,High,0,860,553,25,142,65,67,8
2939,Master,Together,55,46-60,79419.0,High,0,1631,751,127,687,20,15,31
5529,PhD,Together,79,61-80,64014.0,High,0,444,406,0,30,0,0,8
9743,Graduation,Married,70,61-80,76998.0,High,0,1910,1449,89,161,69,35,107
5763,Master,Together,53,46-60,49854.0,Mid,0,380,123,17,171,39,0,30
3478,PhD,Married,54,46-60,60585.0,High,1,736,267,42,309,55,42,21
7494,PhD,Divorced,75,61-80,42873.0,Mid,0,269,209,0,40,3,2,15
1763,Graduation,Together,37,31-45,87679.0,High,1,2524,1259,172,815,97,148,33
7250,Graduation,Together,47,46-60,57867.0,Mid,0,612,344,35,178,15,23,17
2005,Graduation,Married,35,31-45,35765.0,Mid,0,75,22,3,30,0,5,15
10770,Graduation,Married,66,61-80,65492.0,High,0,1045,247,161,295,210,85,47
6885,Graduation,Divorced,48,46-60,32952.0,Mid,0,55,38,0,12,3,1,1
2072,PhD,Together,56,46-60,53374.0,Mid,1,1064,896,10,101,13,10,34
9463,Graduation,Together,66,61-80,71706.0,High,0,1443,931,56,253,91,98,14
6318,Graduation,Married,37,31-45,68487.0,High,0,1366,758,12,385,33,89,89
4093,Master,Together,50,46-60,53253.0,Mid,0,436,216,9,57,20,9,125
5751,2n Cycle,Divorced,52,46-60,31163.0,Mid,0,38,2,3,10,11,2,10
3340,Graduation,Married,48,46-60,42014.0,Mid,1,436,244,15,108,4,15,50
3594,Master,Married,52,46-60,54108.0,Mid,0,747,539,6,91,8,6,97
3584,PhD,Single,70,61-80,49667.0,Mid,1,1396,1181,26,120,17,13,39
3643,Master,Married,51,46-60,63206.0,High,0,928,750,8,125,11,8,26
851,Master,Married,53,46-60,57136.0,Mid,0,642,306,5,109,21,109,92
7706,2n Cycle,Together,50,46-60,46772.0,Mid,0,1048,350,104,189,197,151,57
3967,PhD,Married,54,46-60,78931.0,High,0,943,331,197,170,58,152,35
10128,Graduation,Together,67,61-80,53977.0,Mid,0,907,620,16,165,0,24,82
486,Graduation,Married,37,31-45,84219.0,High,0,1198,434,137,400,45,137,45
9,Master,Single,50,46-60,46098.0,Mid,0,120,57,0,27,0,0,36
9451,Graduation,Married,60,46-60,73538.0,High,0,1658,811,76,428,99,137,107
9264,Graduation,Married,39,31-45,79529.0,High,0,1638,423,42,706,73,197,197
3865,2n Cycle,Together,48,46-60,20981.0,Low,1,73,2,12,10,6,13,30
2853,Graduation,Single,45,31-45,51766.0,Mid,0,275,60,51,87,6,20,51
1490,Graduation,Married,63,61-80,55759.0,Mid,0,854,675,0,85,10,7,77
6310,Graduation,Married,47,46-60,33039.0,Mid,0,78,30,8,12,8,8,12
10380,Master,Married,53,46-60,37787.0,Mid,0,106,40,1,40,4,3,18
3887,Graduation,Single,55,46-60,27242.0,Low,1,106,3,17,26,20,1,39
4278,PhD,Single,42,31-45,87188.0,High,1,1923,910,111,724,49,74,55
8643,Graduation,Together,54,46-60,69930.0,High,0,1662,252,98,827,219,70,196
1998,Graduation,Single,49,46-60,37697.0,Mid,0,84,34,6,21,11,4,8
10795,PhD,Married,52,46-60,37401.0,Mid,0,48,19,3,19,3,1,3
11110,Graduation,Single,52,46-60,3502.0,Low,0,5,2,1,1,0,0,1
2408,Graduation,Married,49,46-60,58597.0,Mid,0,733,490,0,184,10,28,21
202,PhD,Widow,77,61-80,82032.0,High,0,1234,332,194,377,149,125,57
7998,Graduation,Together,67,61-80,28087.0,Low,0,112,53,8,17,13,0,21
830,PhD,Single,38,31-45,74004.0,High,1,1658,784,48,560,42,176,48
3536,Graduation,Together,65,61-80,19740.0,Low,0,55,7,11,3,10,4,20
6050,2n Cycle,Married,50,46-60,57036.0,Mid,0,1513,1171,43,219,19,14,47
125,2n Cycle,Together,67,61-80,53083.0,Mid,0,271,215,7,33,3,0,13
3463,PhD,Married,50,46-60,69283.0,High,0,904,674,62,134,0,26,8
2804,Master,Single,50,46-60,46098.0,Mid,1,120,57,0,27,0,0,36
3745,2n Cycle,Married,37,31-45,23331.0,Low,0,103,5,36,7,0,10,45
9771,2n Cycle,Single,37,31-45,23331.0,Low,0,269,104,20,101,24,15,5
451,Graduation,Single,36,31-45,9255.0,Low,0,22,9,0,7,2,0,4
10530,PhD,Widow,66,61-80,67786.0,High,1,1156,431,82,441,80,20,102
1079,PhD,Married,54,46-60,71969.0,High,0,1086,1000,0,76,0,0,10
8920,Master,Single,58,46-60,59235.0,Mid,0,1128,448,40,469,80,0,91
6678,Graduation,Together,36,31-45,31928.0,Mid,0,72,33,4,24,4,2,5
3852,Master,Together,64,61-80,74881.0,High,0,964,505,72,270,36,27,54
528,Graduation,Married,47,46-60,65819.0,High,0,1383,267,38,701,149,165,63
73,PhD,Single,72,61-80,51411.0,Mid,0,18,14,0,3,0,0,1
5589,Graduation,Divorced,61,61-80,51983.0,Mid,0,793,631,0,115,10,7,30
10212,Master,Together,39,31-45,42386.0,Mid,0,100,65,4,16,0,4,11
6365,2n Cycle,Married,38,31-45,30390.0,Mid,0,80,10,12,12,25,1,20
5636,Graduation,Single,62,61-80,30983.0,Mid,1,167,51,4,50,12,1,49
591,Graduation,Widow,68,61-80,66033.0,High,0,677,293,35,179,46,59,65
2217,2n Cycle,Married,50,46-60,37284.0,Mid,0,23,11,1,2,2,1,6
2544,Master,Divorced,74,61-80,57530.0,Mid,0,92,50,1,27,6,7,1
7725,2n Cycle,Married,60,46-60,76800.0,High,0,641,173,26,255,35,71,81
8091,Graduation,Married,69,61-80,63943.0,High,0,1106,423,184,368,13,97,21
7321,Graduation,Together,63,61-80,76081.0,High,0,1033,292,30,415,63,33,200
5462,Graduation,Married,51,46-60,67445.0,High,0,1174,757,80,217,29,80,11
7791,Master,Married,58,46-60,37054.0,Mid,0,25,12,1,6,0,1,5
955,Master,Together,63,61-80,47175.0,Mid,1,240,167,2,44,6,2,19
4037,Graduation,Divorced,49,46-60,31859.0,Mid,0,20,3,1,3,8,0,5
6642,Graduation,Divorced,64,61-80,27215.0,Low,0,102,30,5,22,8,9,28
2793,PhD,Divorced,49,46-60,70179.0,High,0,1034,532,88,168,69,44,133
5424,Graduation,Married,42,31-45,39922.0,Mid,0,156,29,12,59,19,1,36
879,Master,Married,49,46-60,49681.0,Mid,0,458,411,0,26,0,0,21
9530,Graduation,Married,37,31-45,24645.0,Low,0,17,5,3,4,4,1,0
4828,Graduation,Divorced,71,61-80,79865.0,High,0,792,71,99,278,185,121,38
10699,Graduation,Married,40,31-45,44322.0,Mid,0,92,46,0,40,3,0,3
1497,Graduation,Single,73,61-80,47958.0,Mid,0,407,268,11,88,15,3,22
7476,Master,Single,61,61-80,63972.0,High,0,1269,928,63,254,0,12,12
4390,Graduation,Together,71,61-80,75315.0,High,0,841,459,15,171,142,23,31
10478,PhD,Married,75,61-80,55517.0,Mid,1,633,483,0,108,0,6,36
1081,PhD,Married,68,61-80,75283.0,High,0,1019,733,9,180,12,19,66
4261,PhD,Single,79,61-80,82800.0,High,1,1315,1006,22,115,59,68,45
9916,Graduation,Married,71,61-80,38998.0,Mid,0,54,34,1,14,0,0,5
5350,Master,Single,34,31-45,90638.0,Very High,1,2525,1156,120,915,94,144,96
8135,Master,Married,39,31-45,27161.0,Low,0,52,7,4,23,7,0,11
8685,Graduation,Married,48,46-60,42014.0,Mid,1,436,244,15,108,4,15,50
4967,PhD,Together,65,61-80,38201.0,Mid,0,268,233,0,23,0,0,12
2130,Graduation,Together,43,31-45,45203.0,Mid,1,147,35,3,67,10,8,24
9298,PhD,Together,78,61-80,81574.0,High,0,1798,1252,0,465,46,35,0
8175,Graduation,Married,33,31-45,34935.0,Mid,0,137,34,4,66,3,10,20
6257,Master,Single,49,46-60,60482.0,High,0,507,255,43,134,37,14,24
3790,Graduation,Together,69,61-80,34633.0,Mid,0,15,8,1,5,0,0,1
9952,Master,Together,78,61-80,78093.0,High,0,1105,368,32,639,13,43,10
3503,Graduation,Divorced,75,61-80,82460.0,High,0,974,255,47,573,52,32,15
5223,Master,Together,59,46-60,45903.0,Mid,0,66,33,8,10,2,10,3
4608,Graduation,Divorced,38,31-45,81361.0,High,1,778,163,23,424,27,65,76
1626,PhD,Divorced,52,46-60,35860.0,Mid,1,49,15,0,8,4,2,20
4764,Master,Together,73,61-80,40442.0,Mid,1,169,45,12,52,25,22,13
2471,Graduation,Married,60,46-60,61482.0,High,0,299,48,58,68,16,66,43
5892,Graduation,Married,45,31-45,34968.0,Mid,0,221,158,6,45,8,2,2
2612,Graduation,Married,38,31-45,75794.0,High,0,1682,754,160,625,63,32,48
4971,PhD,Together,63,61-80,31497.0,Mid,0,155,108,1,28,13,1,4
5185,Graduation,Married,70,61-80,74268.0,High,0,892,199,66,315,97,174,41
10069,Basic,Together,37,31-45,13724.0,Low,0,58,2,7,5,2,15,27
2262,Master,Together,60,46-60,45143.0,Mid,0,311,202,5,74,11,5,14
1131,PhD,Single,58,46-60,52569.0,Mid,0,95,85,0,3,0,0,7
1041,PhD,Single,52,46-60,48432.0,Mid,1,424,322,3,50,4,3,42
24,Master,Together,65,61-80,17144.0,Low,0,47,18,2,19,0,2,6
3409,Graduation,Single,41,31-45,36108.0,Mid,0,339,141,8,129,3,11,47
7022,Graduation,Married,54,46-60,76445.0,High,0,1410,739,107,309,140,80,35
7943,PhD,Married,50,46-60,36663.0,Mid,0,35,18,0,6,3,3,5
5272,Master,Married,60,46-60,53843.0,Mid,0,562,378,0,88,19,4,73
5453,Master,Married,69,61-80,90226.0,Very High,0,2352,1083,108,649,253,151,108
2565,Master,Divorced,70,61-80,70638.0,High,0,1334,1016,12,215,16,12,63
800,Graduation,Together,65,61-80,44512.0,Mid,0,32,23,1,6,0,0,2
11092,Graduation,Married,64,61-80,27116.0,Low,0,41,12,1,21,2,2,3
5062,PhD,Married,62,61-80,54072.0,Mid,0,39,35,0,4,0,0,0
8969,Graduation,Married,48,46-60,71855.0,High,0,1141,548,31,422,0,112,28
4656,2n Cycle,Single,35,31-45,51250.0,Mid,0,710,342,32,230,34,32,40
4480,Master,Married,52,46-60,60432.0,High,0,401,365,3,15,4,3,11
9971,PhD,Married,61,61-80,65526.0,High,0,506,397,19,69,12,0,9
6729,Graduation,Single,37,31-45,68655.0,High,0,1538,456,19,832,75,118,38
1773,2n Cycle,Married,47,46-60,12393.0,Low,0,57,5,6,15,11,7,13
9242,Graduation,Single,35,31-45,64509.0,High,1,1722,836,185,575,24,25,77
1764,Graduation,Single,50,46-60,33955.0,Mid,0,270,100,2,128,23,7,10
6215,Graduation,Married,48,46-60,31353.0,Mid,1,31,10,0,10,3,1,7
10099,Graduation,Married,41,31-45,55434.0,Mid,0,882,238,115,215,169,69,76
5423,Graduation,Together,42,31-45,28359.0,Low,0,16,6,0,5,2,1,2
940,Graduation,Single,38,31-45,57100.0,Mid,0,311,158,11,99,15,11,17
3011,Graduation,Married,60,46-60,69139.0,High,0,227,86,12,75,33,15,6
3298,Master,Married,69,61-80,52973.0,Mid,0,1152,856,0,76,12,9,199
8286,PhD,Together,60,46-60,51717.0,Mid,0,122,98,1,17,0,1,5
9668,Graduation,Married,54,46-60,18793.0,Low,0,77,4,16,20,0,17,20
5120,2n Cycle,Together,43,31-45,66664.0,High,0,1289,398,96,447,220,96,32
6097,Graduation,Single,66,61-80,50664.0,Mid,0,561,313,8,104,6,4,126
7019,Graduation,Together,62,61-80,54414.0,Mid,0,211,109,18,16,24,26,18
7408,PhD,Married,73,61-80,54549.0,Mid,0,233,216,2,6,0,0,9
8041,PhD,Widow,54,46-60,47111.0,Mid,0,1092,595,71,153,120,112,41
252,PhD,Divorced,62,61-80,41003.0,Mid,0,601,123,133,142,71,44,88
9986,Graduation,Together,43,31-45,19444.0,Low,1,54,16,0,23,3,2,10
3276,2n Cycle,Together,49,46-60,36301.0,Mid,0,78,11,12,35,3,5,12
3859,PhD,Together,78,61-80,73059.0,High,0,1095,410,112,420,0,82,71
3570,PhD,Together,56,46-60,42731.0,Mid,0,244,159,2,51,6,2,24
3783,PhD,Married,66,61-80,52854.0,Mid,0,116,105,0,10,0,1,0
10207,Graduation,Together,47,46-60,22775.0,Low,0,15,5,1,8,0,0,1
10906,PhD,Together,77,61-80,46681.0,Mid,0,425,269,15,69,15,19,38
3427,PhD,Married,70,61-80,59821.0,Mid,0,734,629,0,70,0,0,35
5209,Graduation,Divorced,71,61-80,50002.0,Mid,0,638,443,5,71,21,16,82
10711,Graduation,Married,80,61-80,69755.0,High,0,894,217,77,373,111,23,93
10785,Graduation,Married,56,46-60,44078.0,Mid,0,41,24,1,10,2,0,4
2814,Master,Together,49,46-60,30560.0,Mid,0,31,9,1,5,4,5,7
6866,Master,Together,56,46-60,35924.0,Mid,0,34,8,0,14,2,3,7
1665,PhD,Divorced,61,61-80,64140.0,High,1,1750,1459,0,61,0,15,215
6575,Graduation,Together,44,31-45,56386.0,Mid,0,612,230,48,214,13,32,75
3829,Basic,Together,46,46-60,24594.0,Low,0,29,1,3,6,10,0,9
3091,2n Cycle,Together,44,31-45,75774.0,High,0,823,340,21,134,258,14,56
10141,Master,Divorced,65,61-80,39228.0,Mid,0,20,7,1,6,0,3,3
5177,Master,Married,51,46-60,58494.0,Mid,0,396,298,7,68,4,0,19
7005,Graduation,Single,44,31-45,58684.0,Mid,0,813,479,35,179,28,7,85
6409,Graduation,Divorced,58,46-60,57136.0,Mid,1,1179,267,140,599,34,12,127
7485,PhD,Widow,75,61-80,56551.0,Mid,0,138,67,4,32,17,2,16
8079,Graduation,Married,43,31-45,22448.0,Low,0,55,3,1,8,23,2,18
8395,Graduation,Single,64,61-80,82014.0,High,1,1511,980,37,265,35,163,31
10352,Graduation,Widow,62,61-80,34213.0,Mid,1,117,50,4,28,6,3,26
4931,Graduation,Together,48,46-60,157146.0,Very High,0,1730,1,0,1725,2,1,1
13,PhD,Widow,78,61-80,25358.0,Low,0,32,19,0,5,0,0,8
1834,Master,Single,47,46-60,35544.0,Mid,0,67,30,5,23,4,1,4
2285,Master,Together,71,61-80,36634.0,Mid,0,335,213,9,76,4,3,30
2295,PhD,Married,71,61-80,62670.0,High,0,825,539,30,92,80,46,38
1378,2n Cycle,Together,53,46-60,50334.0,Mid,0,694,284,16,160,84,16,134
2781,Graduation,Single,44,31-45,72066.0,High,1,1792,1003,34,536,134,51,34
1165,PhD,Single,67,61-80,50729.0,Mid,0,496,239,13,143,45,4,52
1404,Graduation,Together,57,46-60,34916.0,Mid,0,231,51,23,82,33,0,42
6457,Graduation,Divorced,49,46-60,64892.0,High,0,902,527,24,230,32,24,65
2639,Graduation,Single,59,46-60,43602.0,Mid,0,68,19,5,12,10,3,19
8299,PhD,Single,36,31-45,33996.0,Mid,0,71,40,2,15,8,0,6
6437,2n Cycle,Single,40,31-45,41473.0,Mid,0,76,21,8,20,15,3,9
6912,PhD,Married,58,46-60,63246.0,High,0,772,593,30,91,29,22,7
7327,PhD,Married,66,61-80,36732.0,Mid,0,47,21,5,3,10,1,7
5299,PhD,Married,55,46-60,69084.0,High,0,1586,1181,107,199,39,30,30
4127,PhD,Married,58,46-60,77766.0,High,1,1529,1004,59,265,115,59,27
8143,PhD,Single,40,31-45,37929.0,Mid,1,265,202,2,46,3,2,10
1964,Graduation,Together,74,61-80,86610.0,High,0,1603,446,107,768,33,196,53
3690,Master,Married,39,31-45,80141.0,High,1,2091,1184,102,673,52,40,40
3433,2n Cycle,Married,70,61-80,72635.0,High,0,981,390,22,323,104,35,107
3389,Graduation,Married,55,46-60,69016.0,High,0,1533,726,53,363,123,107,161
4712,2n Cycle,Together,34,31-45,20193.0,Low,0,82,8,8,22,24,11,9
1170,Graduation,Married,50,46-60,27573.0,Low,0,244,50,15,110,39,15,15
6347,Basic,Single,46,46-60,15862.0,Low,0,36,1,1,4,11,9,10
4065,PhD,Married,49,46-60,49544.0,Mid,0,404,308,0,73,0,0,23
8230,Graduation,Married,45,31-45,33228.0,Mid,0,71,22,2,31,7,4,5
1215,Graduation,Together,47,46-60,70440.0,High,0,1572,690,117,499,76,102,88
5939,Graduation,Together,54,46-60,38232.0,Mid,0,122,43,5,28,7,6,33
2156,PhD,Married,70,61-80,22554.0,Low,0,41,27,0,10,0,0,4
7788,PhD,Married,42,31-45,23536.0,Low,0,10,6,0,3,0,0,1
10323,Graduation,Married,73,61-80,49413.0,Mid,0,304,205,7,41,3,2,46
